building_pipe_dreams

#N<>S pipes:
# NSP_1
# NSP_3
# NSP_5
# NSP_10
#E<>W pipes:
# EWP_1
# EWP_3
# EWP_5
# EWP_10
#Connecter and Verticle pipe:
# VCP
#Machines that attach to pipes:
# WATERPUMP
# WATERGENR
# MAGMAPUMP
# MAGMAGENR

# Amostubal: These Buildings are not directly added into the entity file as 
# is the case with other files instead the pipe[dreams.lua script reads the
# following section as line by line DFHack commands:
#
- START PIPE DREAMS
- MOUNTAIN NSP_1 NS_PIPE
- MOUNTAIN NSP_3 NS_PIPE
- MOUNTAIN NSP_5 NS_PIPE
- MOUNTAIN NSP_10 NS_PIPE
- MOUNTAIN EWP_1 EW_PIPE
- MOUNTAIN EWP_3 EW_PIPE
- MOUNTAIN EWP_5 EW_PIPE
- MOUNTAIN EWP_10 EW_PIPE
- MOUNTAIN VCP VC_PIPE
- MOUNTAIN WATERPUMP WORKSHOP
- MOUNTAIN WATERGENR WORKSHOP
- MOUNTAIN MAGMAPUMP WORKSHOP
- MOUNTAIN MAGMAGENR WORKSHOP
- END PIPE DREAMS
#

[OBJECT:BUILDING]

#N<>S pipes:
[BUILDING_WORKSHOP:NSP_1]
	[NAME:North/South Pipe 1]
	[COLOR:3:1:0:0:0]
	[COLOR:3:2:0:0:0]
	[COLOR:3:3:0:0:0]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]

[BUILDING_WORKSHOP:NSP_5]
	[NAME:North/South Pipe 5]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:1:1]
	[BUILD_LABOR:MECHANICS]
	[DIM:1:5]
	[BLOCK:1:0]
	[BLOCK:2:0]
	[BLOCK:3:0]
	[BLOCK:4:0]
	[BLOCK:5:0]
	[TILE:0:1:179]
	[TILE:0:2:179]
	[TILE:0:3:179]
	[TILE:0:4:179]
	[TILE:0:5:179]
	[COLOR:0:1:0:0:0]
	[COLOR:0:2:0:0:0]
	[COLOR:0:3:0:0:0]
	[COLOR:0:4:0:0:0]
	[COLOR:0:5:0:0:0]
	[TILE:1:1:179]
	[TILE:1:2:179]
	[TILE:1:3:179]
	[TILE:1:4:179]
	[TILE:1:5:179]
	[COLOR:1:1:0:0:0]
	[COLOR:1:2:0:0:0]
	[COLOR:1:3:0:0:0]
	[COLOR:1:4:0:0:0]
	[COLOR:1:5:0:0:0]
	[TILE:2:1:179]
	[TILE:2:2:179]
	[TILE:2:3:179]
	[TILE:2:4:179]
	[TILE:2:5:179]
	[COLOR:2:1:0:0:0]
	[COLOR:2:2:0:0:0]
	[COLOR:2:3:0:0:0]
	[COLOR:2:4:0:0:0]
	[COLOR:2:5:0:0:0]
	[TILE:3:1:179]
	[TILE:3:2:179]
	[TILE:3:3:179]
	[TILE:3:4:179]
	[TILE:3:5:179]
	[COLOR:3:1:0:0:0]
	[COLOR:3:2:0:0:0]
	[COLOR:3:3:0:0:0]
	[COLOR:3:4:0:0:0]
	[COLOR:3:5:0:0:0]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]

[BUILDING_WORKSHOP:NSP_10]
	[NAME:North/South Pipe 10]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:1:1]
	[BUILD_LABOR:MECHANICS]
	[DIM:1:10]
	[BLOCK:1:0]
	[BLOCK:2:0]
	[BLOCK:3:0]
	[BLOCK:4:0]
	[BLOCK:5:0]
	[BLOCK:6:0]
	[BLOCK:7:0]
	[BLOCK:8:0]
	[BLOCK:9:0]
	[BLOCK:10:0]
	[TILE:0:1:179]
	[TILE:0:2:179]
	[TILE:0:3:179]
	[TILE:0:4:179]
	[TILE:0:5:179]
	[TILE:0:6:179]
	[TILE:0:7:179]
	[TILE:0:8:179]
	[TILE:0:9:179]
	[TILE:0:10:179]
	[COLOR:0:1:0:0:0]
	[COLOR:0:2:0:0:0]
	[COLOR:0:3:0:0:0]
	[COLOR:0:4:0:0:0]
	[COLOR:0:5:0:0:0]
	[COLOR:0:6:0:0:0]
	[COLOR:0:7:0:0:0]
	[COLOR:0:8:0:0:0]
	[COLOR:0:9:0:0:0]
	[COLOR:0:10:0:0:0]
	[TILE:1:1:179]
	[TILE:1:2:179]
	[TILE:1:3:179]
	[TILE:1:4:179]
	[TILE:1:5:179]
	[TILE:1:6:179]
	[TILE:1:7:179]
	[TILE:1:8:179]
	[TILE:1:9:179]
	[TILE:1:10:179]
	[COLOR:1:1:0:0:0]
	[COLOR:1:2:0:0:0]
	[COLOR:1:3:0:0:0]
	[COLOR:1:4:0:0:0]
	[COLOR:1:5:0:0:0]
	[COLOR:1:6:0:0:0]
	[COLOR:1:7:0:0:0]
	[COLOR:1:8:0:0:0]
	[COLOR:1:9:0:0:0]
	[COLOR:1:10:0:0:0]
	[TILE:2:1:179]
	[TILE:2:2:179]
	[TILE:2:3:179]
	[TILE:2:4:179]
	[TILE:2:5:179]
	[TILE:2:6:179]
	[TILE:2:7:179]
	[TILE:2:8:179]
	[TILE:2:9:179]
	[TILE:2:10:179]
	[COLOR:2:1:0:0:0]
	[COLOR:2:2:0:0:0]
	[COLOR:2:3:0:0:0]
	[COLOR:2:4:0:0:0]
	[COLOR:2:5:0:0:0]
	[COLOR:2:6:0:0:0]
	[COLOR:2:7:0:0:0]
	[COLOR:2:8:0:0:0]
	[COLOR:2:9:0:0:0]
	[COLOR:2:10:0:0:0]
	[TILE:3:1:179]
	[TILE:3:2:179]
	[TILE:3:3:179]
	[TILE:3:4:179]
	[TILE:3:5:179]
	[TILE:3:6:179]
	[TILE:3:7:179]
	[TILE:3:8:179]
	[TILE:3:9:179]
	[TILE:3:10:179]
	[COLOR:3:1:0:0:0]
	[COLOR:3:2:0:0:0]
	[COLOR:3:3:0:0:0]
	[COLOR:3:4:0:0:0]
	[COLOR:3:5:0:0:0]
	[COLOR:3:6:0:0:0]
	[COLOR:3:7:0:0:0]
	[COLOR:3:8:0:0:0]
	[COLOR:3:9:0:0:0]
	[COLOR:3:10:0:0:0]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]

#E<>W pipes:
[BUILDING_WORKSHOP:EWP_1]
	[NAME:East/West Pipe 1]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:1:1]
	[BUILD_LABOR:MECHANICS]
	[DIM:1:1]
	[BLOCK:1:0]
	[TILE:0:1:196]
	[COLOR:0:1:0:0:0]
	[TILE:1:1:196]
	[COLOR:1:1:0:0:0]
	[TILE:2:1:196]
	[COLOR:2:1:0:0:0]
	[TILE:3:1:196]
	[COLOR:3:1:0:0:0]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]

[BUILDING_WORKSHOP:EWP_3]
	[NAME:East/West Pipe 3]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:1:1]
	[BUILD_LABOR:MECHANICS]
	[DIM:3:1]
	[BLOCK:1:0:0:0]
	[TILE:0:1:196:196:196]
	[COLOR:0:1:0:0:0:0:0:0:0:0:0]
	[TILE:1:1:196:196:196]
	[COLOR:1:1:0:0:0:0:0:0:0:0:0]
	[TILE:2:1:196:196:196]
	[COLOR:2:1:0:0:0:0:0:0:0:0:0]
	[TILE:3:1:196:196:196]
	[COLOR:3:1:0:0:0:0:0:0:0:0:0]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]

[BUILDING_WORKSHOP:EWP_5]
	[NAME:East/West Pipe 5]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:1:1]
	[BUILD_LABOR:MECHANICS]
	[DIM:5:1]
	[BLOCK:1:0:0:0:0:0]
	[TILE:0:1:196:196:196:196:196]
	[COLOR:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0]
	[TILE:1:1:196:196:196:196:196]
	[COLOR:1:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0]
	[TILE:2:1:196:196:196:196:196]
	[COLOR:2:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0]
	[TILE:3:1:196:196:196:196:196]
	[COLOR:3:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]

[BUILDING_WORKSHOP:EWP_10]
	[NAME:East/West Pipe 10]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:1:1]
	[BUILD_LABOR:MECHANICS]
	[DIM:10:1]
	[BLOCK:1:0:0:0:0:0:0:0:0:0:0]
	[TILE:0:1:196:196:196:196:196:196:196:196:196:196]
	[COLOR:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0]
	[TILE:1:1:196:196:196:196:196:196:196:196:196:196]
	[COLOR:1:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0]
	[TILE:2:1:196:196:196:196:196:196:196:196:196:196]
	[COLOR:2:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0]
	[TILE:3:1:196:196:196:196:196:196:196:196:196:196]
	[COLOR:3:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]

#Connecter and Verticle pipe:
[BUILDING_WORKSHOP:VCP]
	[NAME:Connection Pipe]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:1:1]
	[BUILD_LABOR:MECHANICS]
	[DIM:1:1]
	[BLOCK:1:0]
	[TILE:0:1:'0']
	[COLOR:0:1:0:0:0]
	[TILE:1:1:'0']
	[COLOR:1:1:0:0:0]
	[TILE:2:1:'0']
	[COLOR:2:1:0:0:0]
	[TILE:3:1:'0']
	[COLOR:3:1:0:0:0]
	[BUILD_ITEM:1:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:1:BLOCKS:NONE:NONE:NONE]
		[BUILDMAT]

#Machines that attach to pipes:
[BUILDING_WORKSHOP:WATERPUMP]
	[NAME:Water Pump]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:2:3]
	[BUILD_LABOR:MECHANICS]
	[DIM:3:3]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'0':'1':'2']
	[TILE:0:2:'3':'4':'5']
	[TILE:0:3:'6':'7':'8']
	[COLOR:0:1:0:0:0:0:0:0:0:0:0]
	[COLOR:0:2:0:0:0:0:0:0:0:0:0]
	[COLOR:0:3:0:0:0:0:0:0:0:0:0]
	[TILE:1:1:'0':'1':'2']
	[TILE:1:2:'3':'4':'5']
	[TILE:1:3:'6':'7':'8']
	[COLOR:1:1:0:0:0:0:0:0:0:0:0]
	[COLOR:1:2:0:0:0:0:0:0:0:0:0]
	[COLOR:1:3:0:0:0:0:0:0:0:0:0]
	[TILE:2:1:'0':'1':'2']
	[TILE:2:2:'3':'4':'5']
	[TILE:2:3:'6':'7':'8']
	[COLOR:2:1:0:0:0:0:0:0:0:0:0]
	[COLOR:2:2:0:0:0:0:0:0:0:0:0]
	[COLOR:2:3:0:0:0:0:0:0:0:0:0]
	[TILE:3:1:'0':'1':'2']
	[TILE:3:2:'3':'4':'5']
	[TILE:3:3:'6':'7':'8']
	[COLOR:3:1:0:0:0:0:0:0:0:0:0]
	[COLOR:3:2:0:0:0:0:0:0:0:0:0]
	[COLOR:3:3:0:0:0:0:0:0:0:0:0]
	[BUILD_ITEM:2:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:2:BLOCKS:NONE:NONE:NONE]
		[BUILDMAT]
	[BUILD_ITEM:1:TRAPCOMP:ITEM_TRAPCOMP_ENORMOUSCORKSCREW:NONE:NONE]

[BUILDING_WORKSHOP:WATERGENR]
	[NAME:Water Generator]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:2:3]
	[BUILD_LABOR:MECHANICS]
	[DIM:3:3]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'0':'1':'2']
	[TILE:0:2:'3':'4':'5']
	[TILE:0:3:'6':'7':'8']
	[COLOR:0:1:0:0:0:0:0:0:0:0:0]
	[COLOR:0:2:0:0:0:0:0:0:0:0:0]
	[COLOR:0:3:0:0:0:0:0:0:0:0:0]
	[TILE:1:1:'0':'1':'2']
	[TILE:1:2:'3':'4':'5']
	[TILE:1:3:'6':'7':'8']
	[COLOR:1:1:0:0:0:0:0:0:0:0:0]
	[COLOR:1:2:0:0:0:0:0:0:0:0:0]
	[COLOR:1:3:0:0:0:0:0:0:0:0:0]
	[TILE:2:1:'0':'1':'2']
	[TILE:2:2:'3':'4':'5']
	[TILE:2:3:'6':'7':'8']
	[COLOR:2:1:0:0:0:0:0:0:0:0:0]
	[COLOR:2:2:0:0:0:0:0:0:0:0:0]
	[COLOR:2:3:0:0:0:0:0:0:0:0:0]
	[TILE:3:1:'0':'1':'2']
	[TILE:3:2:'3':'4':'5']
	[TILE:3:3:'6':'7':'8']
	[COLOR:3:1:0:0:0:0:0:0:0:0:0]
	[COLOR:3:2:0:0:0:0:0:0:0:0:0]
	[COLOR:3:3:0:0:0:0:0:0:0:0:0]
	[BUILD_ITEM:2:PIPE_SECTION:NONE:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:2:BLOCKS:NONE:NONE:NONE]
		[BUILDMAT]
	[BUILD_ITEM:1:TRAPCOMP:ITEM_TRAPCOMP_ENORMOUSCORKSCREW:NONE:NONE]

[BUILDING_WORKSHOP:MAGMAPUMP]
	[NAME:Magma Pump]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:2:3]
	[BUILD_LABOR:MECHANICS]
	[DIM:3:3]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'0':'1':'2']
	[TILE:0:2:'3':'4':'5']
	[TILE:0:3:'6':'7':'8']
	[COLOR:0:1:0:0:0:0:0:0:0:0:0]
	[COLOR:0:2:0:0:0:0:0:0:0:0:0]
	[COLOR:0:3:0:0:0:0:0:0:0:0:0]
	[TILE:1:1:'0':'1':'2']
	[TILE:1:2:'3':'4':'5']
	[TILE:1:3:'6':'7':'8']
	[COLOR:1:1:0:0:0:0:0:0:0:0:0]
	[COLOR:1:2:0:0:0:0:0:0:0:0:0]
	[COLOR:1:3:0:0:0:0:0:0:0:0:0]
	[TILE:2:1:'0':'1':'2']
	[TILE:2:2:'3':'4':'5']
	[TILE:2:3:'6':'7':'8']
	[COLOR:2:1:0:0:0:0:0:0:0:0:0]
	[COLOR:2:2:0:0:0:0:0:0:0:0:0]
	[COLOR:2:3:0:0:0:0:0:0:0:0:0]
	[TILE:3:1:'0':'1':'2']
	[TILE:3:2:'3':'4':'5']
	[TILE:3:3:'6':'7':'8']
	[COLOR:3:1:0:0:0:0:0:0:0:0:0]
	[COLOR:3:2:0:0:0:0:0:0:0:0:0]
	[COLOR:3:3:0:0:0:0:0:0:0:0:0]
	[NEEDS_MAGMA]
	[BUILD_ITEM:2:PIPE_SECTION:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:2:BLOCKS:NONE:INORGANIC:NONE]
		[BUILDMAT]
		[MAGMA_BUILD_SAFE]
	[BUILD_ITEM:1:TRAPCOMP:ITEM_TRAPCOMP_ENORMOUSCORKSCREW:NONE:NONE]

[BUILDING_WORKSHOP:MAGMAGENR]
	[NAME:Magma Generator]
	[NAME_COLOR:7:0:1]
	[WORK_LOCATION:2:3]
	[BUILD_LABOR:MECHANICS]
	[DIM:3:3]
	[BLOCK:1:0:0:0]
	[BLOCK:2:0:0:0]
	[BLOCK:3:0:0:0]
	[TILE:0:1:'0':'1':'2']
	[TILE:0:2:'3':'4':'5']
	[TILE:0:3:'6':'7':'8']
	[COLOR:0:1:0:0:0:0:0:0:0:0:0]
	[COLOR:0:2:0:0:0:0:0:0:0:0:0]
	[COLOR:0:3:0:0:0:0:0:0:0:0:0]
	[TILE:1:1:'0':'1':'2']
	[TILE:1:2:'3':'4':'5']
	[TILE:1:3:'6':'7':'8']
	[COLOR:1:1:0:0:0:0:0:0:0:0:0]
	[COLOR:1:2:0:0:0:0:0:0:0:0:0]
	[COLOR:1:3:0:0:0:0:0:0:0:0:0]
	[TILE:2:1:'0':'1':'2']
	[TILE:2:2:'3':'4':'5']
	[TILE:2:3:'6':'7':'8']
	[COLOR:2:1:0:0:0:0:0:0:0:0:0]
	[COLOR:2:2:0:0:0:0:0:0:0:0:0]
	[COLOR:2:3:0:0:0:0:0:0:0:0:0]
	[TILE:3:1:'0':'1':'2']
	[TILE:3:2:'3':'4':'5']
	[TILE:3:3:'6':'7':'8']
	[COLOR:3:1:0:0:0:0:0:0:0:0:0]
	[COLOR:3:2:0:0:0:0:0:0:0:0:0]
	[COLOR:3:3:0:0:0:0:0:0:0:0:0]
	[BUILD_ITEM:2:PIPE_SECTION:NONE:NONE]
		[CAN_USE_ARTIFACT]
	[BUILD_ITEM:2:BLOCKS:NONE:INORGANIC:NONE]
		[BUILDMAT]
		[MAGMA_BUILD_SAFE]
	[BUILD_ITEM:1:TRAPCOMP:ITEM_TRAPCOMP_ENORMOUSCORKSCREW:NONE:NONE]

